,UCR Literal,Report Date,Month,Day,Year,Occur Time,UCR #,Latitude,Longitude
0,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,20,620,33.75194,-84.38964
1,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,120,620,33.75312,-84.39208
2,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,1740,620,33.68077,-84.4937
3,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,2350,640,33.75126,-84.37207
4,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,414,640,33.70204,-84.44972
5,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,400,640,33.75082,-84.39615
6,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,125,640,33.69612,-84.5037
7,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,920,640,33.81022,-84.41347
8,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,137,640,33.8201,-84.36481
9,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1100,640,33.76909,-84.38208
10,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,130,640,33.73867,-84.36653
11,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,330,640,33.70933,-84.48177
12,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1004,640,33.7008,-84.41018
13,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,100,640,33.72443,-84.41222
14,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1100,640,33.73951,-84.39345
15,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1430,640,33.77373,-84.35395
16,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1700,640,33.84911,-84.37075
17,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1930,640,33.7602,-84.38554
18,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1809,640,33.76897,-84.39868
19,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,2200,640,33.78703,-84.41185
20,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,2140,640,33.77795,-84.40849
21,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,415,630,33.71744,-84.36818
22,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,1400,630,33.84676,-84.36212
23,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,1528,630,33.84676,-84.36212
24,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,1615,630,33.84676,-84.36212
25,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,2050,630,33.71803,-84.41768
26,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,100,640,33.74209,-84.43313
27,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,2242,640,33.75305,-84.36861
28,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1840,640,33.76206,-84.39568
29,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,2357,640,33.7476,-84.4037
30,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,2300,640,33.78177,-84.41058
31,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,1930,640,33.76408,-84.31645
32,LARCENY-FROM VEHICLE,1/1/2019,1,1,2019,2030,650,33.74032,-84.35965
33,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,1700,660,33.75605,-84.34813
34,LARCENY-NON VEHICLE,1/1/2019,1,1,2019,1100,670,33.83951,-84.42835
35,ROBBERY-PEDESTRIAN,1/1/2019,1,1,2019,1530,317,33.68883,-84.36607
36,AUTO THEFT,1/1/2019,1,1,2019,1930,710,33.77736,-84.47524
37,AUTO THEFT,1/1/2019,1,1,2019,1845,710,33.7284,-84.42654
38,AUTO THEFT,1/1/2019,1,1,2019,100,710,33.75017,-84.39515
39,AUTO THEFT,1/1/2019,1,1,2019,200,710,33.82561,-84.36535
40,AUTO THEFT,1/1/2019,1,1,2019,330,710,33.75445,-84.38026
41,ROBBERY-RESIDENCE,1/1/2019,1,1,2019,1050,345,33.79025,-84.39372
42,ROBBERY-PEDESTRIAN,1/1/2019,1,1,2019,545,311,33.75854,-84.40561
43,ROBBERY-COMMERCIAL,1/1/2019,1,1,2019,2315,313,33.82169,-84.35201
44,AGG ASSAULT,1/1/2019,1,1,2019,1,410,33.75839,-84.41115
45,AGG ASSAULT,1/1/2019,1,1,2019,102,410,33.69257,-84.52048
46,AGG ASSAULT,1/1/2019,1,1,2019,255,410,33.75751,-84.41174
47,AGG ASSAULT,1/1/2019,1,1,2019,450,410,33.74277,-84.40756
48,AGG ASSAULT,1/1/2019,1,1,2019,1732,410,33.77326,-84.49532
49,AGG ASSAULT,1/1/2019,1,1,2019,300,420,33.77438,-84.37122
50,AGG ASSAULT,1/1/2019,1,1,2019,630,430,33.655,-84.50859
51,BURGLARY-RESIDENCE,1/1/2019,1,1,2019,1905,511,33.7883,-84.40387
52,BURGLARY-RESIDENCE,1/1/2019,1,1,2019,1000,511,33.73618,-84.39718
53,BURGLARY-RESIDENCE,1/1/2019,1,1,2019,2100,511,33.72138,-84.42733
54,BURGLARY-RESIDENCE,1/1/2019,1,1,2019,600,511,33.78045,-84.41554
55,BURGLARY-NONRES,1/1/2019,1,1,2019,1500,512,33.74221,-84.43621
56,BURGLARY-NONRES,1/1/2019,1,1,2019,2200,512,33.74302,-84.4376
57,BURGLARY-RESIDENCE,1/1/2019,1,1,2019,1600,521,33.75069,-84.4112
58,BURGLARY-RESIDENCE,1/1/2019,1,1,2019,1500,521,33.70979,-84.35849
59,BURGLARY-RESIDENCE,1/1/2019,1,1,2019,1700,521,33.76239,-84.41368
60,BURGLARY-NONRES,1/1/2019,1,1,2019,2040,522,33.77887,-84.42798
61,BURGLARY-NONRES,1/2/2019,1,2,2019,100,522,33.80334,-84.39351
62,BURGLARY-NONRES,1/2/2019,1,2,2019,343,512,33.80343,-84.41372
63,BURGLARY-NONRES,1/2/2019,1,2,2019,440,512,33.85087,-84.42902
64,BURGLARY-RESIDENCE,1/2/2019,1,2,2019,1730,511,33.71774,-84.46076
65,BURGLARY-RESIDENCE,1/2/2019,1,2,2019,400,511,33.75837,-84.48541
66,BURGLARY-RESIDENCE,1/2/2019,1,2,2019,1200,511,33.81392,-84.39459
67,BURGLARY-RESIDENCE,1/2/2019,1,2,2019,1700,511,33.81267,-84.37412
68,AGG ASSAULT,1/2/2019,1,2,2019,1300,430,33.7465,-84.39536
69,AGG ASSAULT,1/2/2019,1,2,2019,1200,410,33.80107,-84.40742
70,AGG ASSAULT,1/2/2019,1,2,2019,2230,410,33.81558,-84.366
71,ROBBERY-RESIDENCE,1/2/2019,1,2,2019,17,315,33.73918,-84.29214
72,ROBBERY-PEDESTRIAN,1/2/2019,1,2,2019,1200,311,33.74135,-84.3766
73,AUTO THEFT,1/2/2019,1,2,2019,25,710,33.78652,-84.49013
74,AUTO THEFT,1/2/2019,1,2,2019,412,710,33.74514,-84.31064
75,AUTO THEFT,1/2/2019,1,2,2019,30,710,33.76604,-84.51029
76,AUTO THEFT,1/2/2019,1,2,2019,2059,710,33.78658,-84.38835
77,AUTO THEFT,1/2/2019,1,2,2019,2000,710,33.72579,-84.38625
78,AUTO THEFT,1/2/2019,1,2,2019,1500,710,33.82494,-84.36684
79,AUTO THEFT,1/2/2019,1,2,2019,2200,710,33.72984,-84.44582
80,AUTO THEFT,1/2/2019,1,2,2019,0,710,33.74277,-84.40756
81,AUTO THEFT,1/2/2019,1,2,2019,100,710,33.71111,-84.42028
82,AUTO THEFT,1/2/2019,1,2,2019,1345,710,33.73528,-84.41421
83,AUTO THEFT,1/2/2019,1,2,2019,1826,710,33.72194,-84.43905
84,AUTO THEFT,1/2/2019,1,2,2019,1915,710,33.74042,-84.41435
85,AUTO THEFT,1/2/2019,1,2,2019,0,710,33.72186,-84.38105
86,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1000,690,33.76152,-84.38672
87,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1645,690,33.81734,-84.46807
88,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1044,690,33.71691,-84.3699
89,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1645,690,33.74898,-84.49168
90,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,100,690,33.73582,-84.43462
91,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1800,690,33.77247,-84.46243
92,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,2253,690,33.69961,-84.40849
93,ROBBERY-COMMERCIAL,1/2/2019,1,2,2019,1129,322,33.76293,-84.38714
94,ROBBERY-PEDESTRIAN,1/2/2019,1,2,2019,1600,341,33.77495,-84.43798
95,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1200,670,33.82206,-84.36586
96,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1800,670,33.75701,-84.36042
97,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1430,670,33.76004,-84.38918
98,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,2218,670,33.74475,-84.37895
99,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1100,630,33.75504,-84.41457
100,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1120,630,33.75504,-84.41457
101,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1137,630,33.77101,-84.38895
102,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,1820,630,33.7477,-84.33202
103,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,2032,630,33.76028,-84.38768
104,LARCENY-NON VEHICLE,1/2/2019,1,2,2019,2149,630,33.7375,-84.43314
105,BURGLARY-NONRES,1/2/2019,1,2,2019,1240,532,33.80538,-84.39373
106,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1214,640,33.81392,-84.39459
107,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,530,640,33.75371,-84.36535
108,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1800,640,33.74676,-84.37856
109,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2030,640,33.76697,-84.39178
110,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2300,640,33.84712,-84.37385
111,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,900,640,33.84143,-84.35355
112,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2200,640,33.8225,-84.37031
113,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,200,640,33.76595,-84.35403
114,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,900,640,33.78874,-84.40468
115,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,0,640,33.75744,-84.37668
116,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1700,640,33.77371,-84.38772
117,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2003,640,33.76097,-84.3951
118,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1340,640,33.8596,-84.37979
119,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1345,640,33.77477,-84.4067
120,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1350,640,33.83647,-84.36909
121,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1420,640,33.76099,-84.39553
122,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1700,640,33.78976,-84.38129
123,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1215,640,33.77882,-84.34807
124,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1518,640,33.7484,-84.31328
125,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1430,640,33.68845,-84.49328
126,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,0,640,33.75118,-84.37486
127,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2300,640,33.8476,-84.35236
128,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,0,640,33.76235,-84.38819
129,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1915,640,33.81,-84.39583
130,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,1930,640,33.84034,-84.36887
131,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2100,640,33.74179,-84.40844
132,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2100,640,33.84687,-84.37284
133,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2200,640,33.83988,-84.36899
134,LARCENY-FROM VEHICLE,1/2/2019,1,2,2019,2033,640,33.7762,-84.38319
135,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2340,640,33.80792,-84.39379
136,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2200,640,33.82674,-84.36131
137,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2000,640,33.8399,-84.37007
138,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1000,640,33.75991,-84.39217
139,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2145,640,33.75156,-84.41677
140,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1347,640,33.75665,-84.386
141,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1420,640,33.68232,-84.41417
142,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1500,640,33.80385,-84.35397
143,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1500,640,33.78218,-84.37867
144,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,100,640,33.75736,-84.3496
145,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1211,640,33.76206,-84.39568
146,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1715,640,33.74234,-84.36002
147,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1630,640,33.74057,-84.4168
148,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1845,640,33.82742,-84.36532
149,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2000,640,33.80334,-84.39351
150,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1930,640,33.78455,-84.41142
151,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2100,640,33.79789,-84.37101
152,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,1900,640,33.75443,-84.36262
153,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2100,640,33.84376,-84.37894
154,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2030,640,33.85865,-84.38102
155,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,40,630,33.69731,-84.48504
156,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,1500,630,33.84676,-84.36212
157,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,1455,630,33.75674,-84.34619
158,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,2036,630,33.84676,-84.36212
159,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,2019,630,33.80388,-84.41278
160,LARCENY-FROM VEHICLE,1/3/2019,1,3,2019,2320,640,33.79838,-84.41001
161,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,1946,620,33.81924,-84.35086
162,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,903,610,33.84564,-84.37462
163,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,1200,670,33.81069,-84.40659
164,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,800,670,33.79367,-84.38787
165,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,1430,670,33.7881,-84.47292
166,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,1700,660,33.78173,-84.35939
167,ROBBERY-PEDESTRIAN,1/3/2019,1,3,2019,100,341,33.74348,-84.40341
168,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,0,690,33.65387,-84.39257
169,LARCENY-NON VEHICLE,1/3/2019,1,3,2019,1630,690,33.75674,-84.34619
170,AUTO THEFT,1/3/2019,1,3,2019,1900,710,33.74464,-84.31599
171,AUTO THEFT,1/3/2019,1,3,2019,1900,710,33.73833,-84.3973
172,AUTO THEFT,1/3/2019,1,3,2019,800,710,33.81157,-84.48033
173,AUTO THEFT,1/3/2019,1,3,2019,825,710,33.73178,-84.51207
174,AUTO THEFT,1/3/2019,1,3,2019,2200,710,33.69912,-84.48575
175,AUTO THEFT,1/3/2019,1,3,2019,2210,710,33.84028,-84.36979
176,AUTO THEFT,1/3/2019,1,3,2019,1500,710,33.6899,-84.50584
177,AUTO THEFT,1/3/2019,1,3,2019,715,710,33.72376,-84.42997
178,AUTO THEFT,1/3/2019,1,3,2019,2130,710,33.75767,-84.39266
179,ROBBERY-COMMERCIAL,1/3/2019,1,3,2019,2319,314,33.71059,-84.38209
180,AGG ASSAULT,1/3/2019,1,3,2019,2210,410,33.77909,-84.36717
181,HOMICIDE,1/3/2019,1,3,2019,700,110,33.73207,-84.41435
182,AGG ASSAULT,1/3/2019,1,3,2019,1200,420,33.75457,-84.41624
183,AGG ASSAULT,1/3/2019,1,3,2019,2057,420,33.73141,-84.51212
184,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,1600,511,33.8266,-84.43201
185,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,0,511,33.69626,-84.36094
186,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,1318,511,33.71187,-84.3849
187,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,1500,511,33.72532,-84.42763
188,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,1328,511,33.71054,-84.38312
189,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,550,511,33.68066,-84.49371
190,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,845,511,33.76121,-84.36
191,BURGLARY-NONRES,1/3/2019,1,3,2019,325,512,33.7387,-84.42367
192,BURGLARY-NONRES,1/3/2019,1,3,2019,1200,512,33.77285,-84.44276
193,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,1200,521,33.74349,-84.50968
194,BURGLARY-RESIDENCE,1/3/2019,1,3,2019,1100,521,33.70063,-84.35811
195,BURGLARY-RESIDENCE,1/4/2019,1,4,2019,2053,521,33.7156,-84.40226
196,BURGLARY-RESIDENCE,1/4/2019,1,4,2019,800,521,33.76356,-84.3677
197,BURGLARY-RESIDENCE,1/4/2019,1,4,2019,815,521,33.70602,-84.35939
198,BURGLARY-NONRES,1/4/2019,1,4,2019,100,512,33.7726,-84.43123
199,AGG ASSAULT,1/4/2019,1,4,2019,1530,440,33.67757,-84.40144
200,BURGLARY-RESIDENCE,1/4/2019,1,4,2019,1730,511,33.74988,-84.37788
201,AGG ASSAULT,1/4/2019,1,4,2019,1253,430,33.77446,-84.38202
202,AGG ASSAULT,1/4/2019,1,4,2019,2150,430,33.73637,-84.44513
203,AGG ASSAULT,1/4/2019,1,4,2019,1930,410,33.75457,-84.49304
204,AGG ASSAULT,1/4/2019,1,4,2019,2302,410,33.70982,-84.44905
205,ROBBERY-COMMERCIAL,1/4/2019,1,4,2019,1000,312,33.82561,-84.36464
206,AUTO THEFT,1/4/2019,1,4,2019,1900,710,33.79584,-84.34307
207,AUTO THEFT,1/4/2019,1,4,2019,1030,710,33.78469,-84.41986
208,AUTO THEFT,1/4/2019,1,4,2019,2130,710,33.70656,-84.40871
209,AUTO THEFT,1/4/2019,1,4,2019,820,710,33.76342,-84.37438
210,AUTO THEFT,1/4/2019,1,4,2019,1330,710,33.80038,-84.36715
211,AUTO THEFT,1/4/2019,1,4,2019,1800,710,33.74028,-84.41784
212,AUTO THEFT,1/4/2019,1,4,2019,1945,710,33.77874,-84.38612
213,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,0,690,33.77756,-84.45557
214,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1200,690,33.77579,-84.47254
215,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,800,690,33.84222,-84.42767
216,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1334,690,33.72722,-84.41029
217,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1400,690,33.73741,-84.39842
218,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1700,690,33.76842,-84.4522
219,ROBBERY-PEDESTRIAN,1/4/2019,1,4,2019,1505,317,33.71055,-84.41717
220,ROBBERY-COMMERCIAL,1/4/2019,1,4,2019,753,316,33.68677,-84.49773
221,AUTO THEFT,1/4/2019,1,4,2019,2330,710,33.81501,-84.35353
222,AUTO THEFT,1/4/2019,1,4,2019,1300,720,33.73718,-84.44665
223,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,0,660,33.76819,-84.36763
224,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1743,670,33.80978,-84.41695
225,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1347,670,33.82678,-84.36699
226,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1330,670,33.73974,-84.291
227,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1700,670,33.75365,-84.39118
228,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1730,670,33.75893,-84.50452
229,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,0,650,33.7245,-84.40152
230,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,2200,610,33.78601,-84.38437
231,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,2200,620,33.77292,-84.40987
232,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,130,640,33.82065,-84.45537
233,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1800,640,33.73405,-84.39127
234,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1030,630,33.75504,-84.41457
235,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1801,630,33.75674,-84.34619
236,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1700,630,33.85302,-84.36278
237,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1300,630,33.75504,-84.41457
238,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1410,630,33.75831,-84.34638
239,LARCENY-NON VEHICLE,1/4/2019,1,4,2019,1730,630,33.84676,-84.36212
240,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,400,640,33.69773,-84.36999
241,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2239,640,33.74752,-84.3291
242,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2200,640,33.73727,-84.3669
243,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,600,640,33.82494,-84.36684
244,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2100,640,33.77168,-84.4501
245,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1100,640,33.79567,-84.37665
246,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1100,640,33.77725,-84.46072
247,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,300,640,33.7419,-84.44555
248,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,0,640,33.78829,-84.40378
249,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1230,640,33.73519,-84.40109
250,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1300,640,33.68783,-84.40888
251,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2300,640,33.74897,-84.36797
252,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1245,640,33.84059,-84.36972
253,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2100,640,33.75216,-84.36887
254,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1200,640,33.83641,-84.37646
255,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,700,640,33.81177,-84.39534
256,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1630,640,33.80671,-84.39389
257,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1530,640,33.85735,-84.38197
258,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2200,640,33.83198,-84.38483
259,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,740,640,33.75757,-84.39487
260,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,230,640,33.76483,-84.3864
261,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1545,640,33.85396,-84.38212
262,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1630,640,33.84083,-84.37587
263,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1800,640,33.78613,-84.40585
264,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1915,640,33.85209,-84.3645
265,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1700,640,33.78381,-84.41176
266,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1830,640,33.78187,-84.37905
267,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1955,640,33.78,-84.38272
268,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1800,640,33.77813,-84.38445
269,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2200,640,33.778,-84.38424
270,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1930,640,33.75976,-84.38539
271,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2229,640,33.75105,-84.43366
272,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,1030,640,33.79121,-84.3854
273,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2300,640,33.78831,-84.36886
274,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2255,640,33.75437,-84.3766
275,LARCENY-FROM VEHICLE,1/4/2019,1,4,2019,2100,640,33.80448,-84.41348
276,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2314,640,33.77248,-84.37857
277,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,42,640,33.73836,-84.3517
278,LARCENY-NON VEHICLE,1/5/2019,1,5,2019,238,630,33.75443,-84.37465
279,LARCENY-NON VEHICLE,1/5/2019,1,5,2019,1400,630,33.84884,-84.36475
280,LARCENY-NON VEHICLE,1/5/2019,1,5,2019,1800,630,33.75479,-84.41448
281,LARCENY-NON VEHICLE,1/5/2019,1,5,2019,1800,630,33.75479,-84.41448
282,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1,640,33.77599,-84.38349
283,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2130,640,33.83715,-84.37962
284,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2330,640,33.782,-84.41365
285,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2130,640,33.84352,-84.38092
286,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,100,640,33.78489,-84.41987
287,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2010,640,33.79009,-84.44969
288,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2200,640,33.78949,-84.42125
289,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2100,640,33.84602,-84.39532
290,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1030,640,33.72922,-84.41524
291,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1930,640,33.72261,-84.38476
292,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2330,640,33.74022,-84.3661
293,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2340,640,33.76086,-84.38511
294,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,2000,640,33.82775,-84.38976
295,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1215,640,33.77526,-84.40678
296,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1300,640,33.80431,-84.39355
297,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1315,640,33.74676,-84.37856
298,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1330,640,33.84409,-84.37051
299,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1438,640,33.85252,-84.36116
300,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1400,640,33.77593,-84.38466
301,LARCENY-FROM VEHICLE,1/5/2019,1,5,2019,1455,640,33.76021,-84.38594
