,UCR Literal,Report Date,Month,Day,Year,Occur Time,UCR #,Latitude,Longitude
4563,AUTO THEFT,3/18/2019,3,18,2019,1800,710,33.66954,-84.37
4564,AUTO THEFT,3/18/2019,3,18,2019,2030,710,33.75811,-84.50389
4565,AUTO THEFT,3/18/2019,3,18,2019,1600,710,33.7665,-84.45615
4566,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,1200,690,33.77381,-84.36897
4567,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,300,690,33.81096,-84.36706
4568,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,740,690,33.72189,-84.38635
4569,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,800,690,33.76719,-84.41137
4570,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,1149,690,33.77178,-84.38174
4571,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,0,690,33.84628,-84.4343
4572,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,1135,690,33.75364,-84.3299
4573,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,1100,690,33.75932,-84.37442
4574,LARCENY-NON VEHICLE,3/18/2019,3,18,2019,0,690,33.75937,-84.44461
4575,AGG ASSAULT,3/18/2019,3,18,2019,1255,410,33.70142,-84.40545
4576,AGG ASSAULT,3/18/2019,3,18,2019,1941,410,33.74588,-84.38248
4577,AGG ASSAULT,3/18/2019,3,18,2019,1958,410,33.72585,-84.46172
4578,AGG ASSAULT,3/18/2019,3,18,2019,2311,410,33.69582,-84.39771
4579,ROBBERY-PEDESTRIAN,3/18/2019,3,18,2019,1245,341,33.76889,-84.36668
4580,HOMICIDE,3/18/2019,3,18,2019,1615,110,33.65297,-84.39397
4581,BURGLARY-NONRES,3/18/2019,3,18,2019,1800,512,33.77587,-84.47168
4582,BURGLARY-NONRES,3/18/2019,3,18,2019,100,512,33.74882,-84.39945
4583,BURGLARY-NONRES,3/18/2019,3,18,2019,1000,512,33.75194,-84.38964
4584,BURGLARY-NONRES,3/18/2019,3,18,2019,632,512,33.85243,-84.36476
4585,BURGLARY-NONRES,3/19/2019,3,19,2019,540,512,33.81842,-84.35253
4586,BURGLARY-NONRES,3/19/2019,3,19,2019,1200,512,33.84923,-84.36689
4587,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,2300,511,33.71347,-84.39079
4588,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,1100,511,33.73393,-84.42023
4589,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,1300,511,33.68817,-84.53474
4590,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,730,511,33.85578,-84.365
4591,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,2000,511,33.77914,-84.50802
4592,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,2100,511,33.76062,-84.42125
4593,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,2345,511,33.7687,-84.45026
4594,BURGLARY-RESIDENCE,3/19/2019,3,19,2019,1500,521,33.70388,-84.376
4595,HOMICIDE,3/19/2019,3,19,2019,2157,110,33.78009,-84.44934
4596,AGG ASSAULT,3/19/2019,3,19,2019,1320,430,33.70089,-84.4177
4597,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,200,690,33.71804,-84.38216
4598,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1130,690,33.73841,-84.42823
4599,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1700,690,33.74759,-84.31063
4600,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1351,690,33.73658,-84.39358
4601,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1400,690,33.74995,-84.35187
4602,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,0,690,33.6512,-84.37741
4603,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1957,690,33.68808,-84.35728
4604,ROBBERY-PEDESTRIAN,3/19/2019,3,19,2019,159,321,33.70495,-84.48299
4605,AUTO THEFT,3/19/2019,3,19,2019,130,710,33.73966,-84.42875
4606,AUTO THEFT,3/19/2019,3,19,2019,920,710,33.6974,-84.5006
4607,AUTO THEFT,3/19/2019,3,19,2019,1300,710,33.79742,-84.40671
4608,AUTO THEFT,3/19/2019,3,19,2019,300,710,33.82296,-84.36346
4609,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,410,640,33.72274,-84.43953
4610,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,2330,640,33.7078,-84.35719
4611,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,630,640,33.76527,-84.40498
4612,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,2000,640,33.7452,-84.46813
4613,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1030,640,33.75929,-84.3312
4614,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1930,640,33.80622,-84.36626
4615,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,10,640,33.67846,-84.50989
4616,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1100,640,33.84284,-84.36573
4617,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1200,640,33.78578,-84.37429
4618,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1120,640,33.85257,-84.38618
4619,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,2030,640,33.8161,-84.42695
4620,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1100,640,33.85252,-84.36116
4621,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,700,640,33.75744,-84.37668
4622,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,800,640,33.75569,-84.40528
4623,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1800,640,33.7464,-84.36911
4624,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1047,640,33.75471,-84.35795
4625,LARCENY-FROM VEHICLE,3/19/2019,3,19,2019,1800,650,33.70137,-84.42678
4626,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1315,630,33.75928,-84.38715
4627,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1459,630,33.75504,-84.41457
4628,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1505,630,33.75083,-84.44341
4629,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1735,630,33.68274,-84.40902
4630,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,1600,630,33.75674,-84.34619
4631,LARCENY-NON VEHICLE,3/19/2019,3,19,2019,130,670,33.76757,-84.3829
4632,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,1900,670,33.84652,-84.36834
4633,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,2007,670,33.71489,-84.39581
4634,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,44,630,33.75276,-84.34968
4635,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,635,630,33.80648,-84.39432
4636,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,1335,630,33.7532,-84.39201
4637,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,1400,630,33.75674,-84.34619
4638,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,1757,630,33.82403,-84.36328
4639,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,1600,660,33.78311,-84.37944
4640,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1900,640,33.75596,-84.35144
4641,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,51,640,33.77831,-84.38533
4642,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2200,640,33.6945,-84.35436
4643,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2030,640,33.79259,-84.40878
4644,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1000,640,33.67569,-84.40776
4645,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2200,640,33.76461,-84.32711
4646,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1818,640,33.74717,-84.3984
4647,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1100,640,33.68841,-84.48742
4648,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2300,640,33.65667,-84.37407
4649,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1749,640,33.73935,-84.38463
4650,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1600,640,33.66754,-84.37898
4651,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1700,640,33.80224,-84.42161
4652,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2015,640,33.78081,-84.38027
4653,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2030,640,33.80902,-84.41277
4654,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2120,640,33.77331,-84.40403
4655,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2130,640,33.655,-84.50859
4656,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,1930,640,33.75506,-84.35781
4657,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,918,640,33.78455,-84.41142
4658,LARCENY-FROM VEHICLE,3/20/2019,3,20,2019,2030,640,33.76681,-84.36338
4659,AUTO THEFT,3/20/2019,3,20,2019,2230,710,33.70527,-84.39989
4660,AUTO THEFT,3/20/2019,3,20,2019,720,710,33.75957,-84.34602
4661,AUTO THEFT,3/20/2019,3,20,2019,1930,710,33.73667,-84.41501
4662,AUTO THEFT,3/20/2019,3,20,2019,1920,710,33.70846,-84.48783
4663,AUTO THEFT,3/20/2019,3,20,2019,1950,710,33.79591,-84.38604
4664,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,1458,690,33.70683,-84.36418
4665,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,1700,690,33.77788,-84.35285
4666,LARCENY-NON VEHICLE,3/20/2019,3,20,2019,19,690,33.73095,-84.42513
4667,HOMICIDE,3/20/2019,3,20,2019,1450,110,33.76566,-84.45206
4668,ROBBERY-PEDESTRIAN,3/20/2019,3,20,2019,50,341,33.73721,-84.43572
4669,AGG ASSAULT,3/20/2019,3,20,2019,1450,410,33.76566,-84.45206
4670,AGG ASSAULT,3/20/2019,3,20,2019,1700,410,33.78184,-84.49163
4671,AGG ASSAULT,3/20/2019,3,20,2019,2130,410,33.75805,-84.41419
4672,AGG ASSAULT,3/20/2019,3,20,2019,2230,410,33.75017,-84.39515
4673,ROBBERY-PEDESTRIAN,3/20/2019,3,20,2019,51,311,33.68593,-84.49685
4674,ROBBERY-PEDESTRIAN,3/20/2019,3,20,2019,1400,311,33.79211,-84.44458
4675,ROBBERY-PEDESTRIAN,3/20/2019,3,20,2019,1513,311,33.73688,-84.42366
4676,ROBBERY-PEDESTRIAN,3/20/2019,3,20,2019,1950,311,33.7932,-84.46939
4677,ROBBERY-PEDESTRIAN,3/20/2019,3,20,2019,2220,311,33.84293,-84.35825
4678,ROBBERY-PEDESTRIAN,3/20/2019,3,20,2019,2335,311,33.75852,-84.3493
4679,BURGLARY-RESIDENCE,3/20/2019,3,20,2019,2300,521,33.7451,-84.50858
4680,BURGLARY-RESIDENCE,3/20/2019,3,20,2019,1800,521,33.68862,-84.35934
4681,BURGLARY-NONRES,3/20/2019,3,20,2019,500,512,33.81842,-84.35253
4682,BURGLARY-RESIDENCE,3/20/2019,3,20,2019,900,511,33.76432,-84.47273
4683,BURGLARY-NONRES,3/20/2019,3,20,2019,1800,512,33.84923,-84.36689
4684,BURGLARY-NONRES,3/20/2019,3,20,2019,502,512,33.81842,-84.35253
4685,BURGLARY-NONRES,3/21/2019,3,21,2019,1300,512,33.73117,-84.43815
4686,BURGLARY-NONRES,3/21/2019,3,21,2019,500,512,33.81861,-84.3525
4687,BURGLARY-RESIDENCE,3/21/2019,3,21,2019,930,511,33.66709,-84.37838
4688,BURGLARY-RESIDENCE,3/21/2019,3,21,2019,2230,521,33.81307,-84.35424
4689,BURGLARY-RESIDENCE,3/21/2019,3,21,2019,1600,521,33.71775,-84.52379
4690,ROBBERY-PEDESTRIAN,3/21/2019,3,21,2019,135,311,33.68984,-84.50491
4691,ROBBERY-PEDESTRIAN,3/21/2019,3,21,2019,2045,311,33.79465,-84.38503
4692,AGG ASSAULT,3/21/2019,3,21,2019,0,410,33.70623,-84.48372
4693,AGG ASSAULT,3/21/2019,3,21,2019,1515,410,33.75715,-84.42907
4694,AGG ASSAULT,3/21/2019,3,21,2019,1700,410,33.68348,-84.40624
4695,AGG ASSAULT,3/21/2019,3,21,2019,1712,410,33.76385,-84.43455
4696,ROBBERY-COMMERCIAL,3/21/2019,3,21,2019,1245,346,33.71443,-84.35009
4697,AGG ASSAULT,3/21/2019,3,21,2019,630,430,33.76721,-84.35292
4698,AGG ASSAULT,3/21/2019,3,21,2019,630,420,33.76721,-84.35292
4699,AGG ASSAULT,3/21/2019,3,21,2019,1640,420,33.68136,-84.38839
4700,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,600,690,33.73303,-84.38147
4701,AUTO THEFT,3/21/2019,3,21,2019,2200,710,33.725,-84.3783
4702,AUTO THEFT,3/21/2019,3,21,2019,2230,710,33.72456,-84.40102
4703,AUTO THEFT,3/21/2019,3,21,2019,0,710,33.73635,-84.40068
4704,AUTO THEFT,3/21/2019,3,21,2019,730,710,33.78472,-84.46124
4705,AUTO THEFT,3/21/2019,3,21,2019,1210,710,33.81172,-84.4245
4706,AUTO THEFT,3/21/2019,3,21,2019,2200,710,33.78081,-84.38928
4707,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,200,640,33.77412,-84.36228
4708,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,2200,640,33.75887,-84.50312
4709,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,930,640,33.79579,-84.42575
4710,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,2300,640,33.70588,-84.39604
4711,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1012,640,33.81175,-84.42776
4712,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1100,640,33.79099,-84.37633
4713,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1030,640,33.80454,-84.41368
4714,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1130,640,33.74457,-84.29288
4715,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1030,640,33.76088,-84.46533
4716,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,610,640,33.74954,-84.39383
4717,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,338,640,33.73015,-84.38918
4718,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1630,640,33.75932,-84.37442
4719,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,2000,640,33.81154,-84.43164
4720,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,2040,640,33.743,-84.43742
4721,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1530,640,33.75595,-84.38601
4722,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1800,640,33.79816,-84.36838
4723,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,2310,640,33.76339,-84.35197
4724,LARCENY-FROM VEHICLE,3/21/2019,3,21,2019,1500,650,33.69869,-84.48265
4725,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,1300,630,33.75488,-84.41378
4726,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,1500,630,33.75504,-84.41457
4727,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,2020,630,33.84676,-84.36212
4728,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,2257,670,33.75355,-84.37695
4729,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,1000,670,33.75611,-84.38984
4730,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,600,670,33.76293,-84.38714
4731,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,1605,670,33.7008,-84.41018
4732,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,1600,670,33.77741,-84.38397
4733,LARCENY-NON VEHICLE,3/21/2019,3,21,2019,2020,670,33.84564,-84.37462
4734,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,2058,670,33.76001,-84.38747
4735,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,620,630,33.75957,-84.34602
4736,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,1301,630,33.71478,-84.35014
4737,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,330,630,33.75674,-84.34619
4738,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,1600,630,33.80388,-84.41278
4739,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,430,630,33.75674,-84.34619
4740,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,2000,630,33.84676,-84.36212
4741,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2300,640,33.84265,-84.37322
4742,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1800,640,33.73989,-84.3982
4743,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1500,640,33.77028,-84.38939
4744,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2100,640,33.77542,-84.3525
4745,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,300,640,33.68148,-84.39422
4746,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1700,640,33.72463,-84.39704
4747,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,925,640,33.76126,-84.50433
4748,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2100,640,33.78329,-84.35479
4749,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1626,640,33.87051,-84.38068
4750,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1200,640,33.82296,-84.36346
4751,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1130,640,33.79686,-84.42789
4752,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1200,640,33.83743,-84.37006
4753,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1300,640,33.84676,-84.36212
4754,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1600,640,33.73947,-84.40836
4755,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1500,640,33.70135,-84.4062
4756,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1800,640,33.81595,-84.39051
4757,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2031,640,33.7488,-84.44051
4758,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2100,640,33.77469,-84.36561
4759,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2105,640,33.77357,-84.40423
4760,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1845,640,33.7598,-84.36443
4761,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2220,640,33.77082,-84.35274
4762,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2245,640,33.65635,-84.51327
4763,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2258,640,33.78335,-84.37939
4764,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2100,640,33.77351,-84.35663
4765,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,1450,640,33.85416,-84.36038
4766,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2237,640,33.655,-84.50859
4767,LARCENY-FROM VEHICLE,3/22/2019,3,22,2019,2045,640,33.78332,-84.40974
4768,AUTO THEFT,3/22/2019,3,22,2019,1,710,33.84779,-84.36633
4769,AUTO THEFT,3/22/2019,3,22,2019,300,710,33.75616,-84.44121
4770,AUTO THEFT,3/22/2019,3,22,2019,1,710,33.84779,-84.36633
4771,AUTO THEFT,3/22/2019,3,22,2019,1,710,33.84779,-84.36633
4772,AUTO THEFT,3/22/2019,3,22,2019,2300,710,33.79074,-84.34639
4773,AUTO THEFT,3/22/2019,3,22,2019,2355,710,33.77145,-84.38331
4774,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,1900,690,33.77537,-84.38262
4775,LARCENY-NON VEHICLE,3/22/2019,3,22,2019,1500,690,33.70084,-84.46568
4776,AGG ASSAULT,3/22/2019,3,22,2019,1000,430,33.7172,-84.43585
4777,AGG ASSAULT,3/22/2019,3,22,2019,1516,430,33.71541,-84.41065
4778,AGG ASSAULT,3/22/2019,3,22,2019,1500,430,33.75774,-84.38844
4779,AGG ASSAULT,3/22/2019,3,22,2019,2100,430,33.68163,-84.40816
4780,ROBBERY-RESIDENCE,3/22/2019,3,22,2019,1725,345,33.68077,-84.4937
4781,AGG ASSAULT,3/22/2019,3,22,2019,259,410,33.77357,-84.47149
4782,AGG ASSAULT,3/22/2019,3,22,2019,1615,410,33.72312,-84.42361
4783,AGG ASSAULT,3/22/2019,3,22,2019,1659,410,33.72666,-84.43018
4784,ROBBERY-PEDESTRIAN,3/22/2019,3,22,2019,15,311,33.71766,-84.52268
4785,ROBBERY-PEDESTRIAN,3/22/2019,3,22,2019,2327,311,33.72483,-84.46279
4786,BURGLARY-RESIDENCE,3/22/2019,3,22,2019,2200,521,33.73592,-84.41564
4787,BURGLARY-RESIDENCE,3/22/2019,3,22,2019,1100,521,33.70123,-84.35282
4788,BURGLARY-RESIDENCE,3/22/2019,3,22,2019,730,511,33.75854,-84.43551
4789,BURGLARY-RESIDENCE,3/22/2019,3,22,2019,730,511,33.71838,-84.36894
4790,BURGLARY-RESIDENCE,3/22/2019,3,22,2019,1415,511,33.75183,-84.46623
4791,BURGLARY-NONRES,3/22/2019,3,22,2019,1630,512,33.76265,-84.41244
4792,BURGLARY-NONRES,3/22/2019,3,22,2019,800,512,33.74983,-84.42517
4793,BURGLARY-NONRES,3/22/2019,3,22,2019,1200,512,33.7064,-84.38301
4794,BURGLARY-RESIDENCE,3/23/2019,3,23,2019,0,511,33.8209,-84.44958
4795,BURGLARY-RESIDENCE,3/23/2019,3,23,2019,1322,531,33.79939,-84.47179
4796,BURGLARY-RESIDENCE,3/23/2019,3,23,2019,1000,531,33.78045,-84.41554
4797,ROBBERY-PEDESTRIAN,3/23/2019,3,23,2019,1700,311,33.68348,-84.40624
4798,AGG ASSAULT,3/23/2019,3,23,2019,100,410,33.79514,-84.48992
4799,AGG ASSAULT,3/23/2019,3,23,2019,1530,410,33.7881,-84.47292
4800,AGG ASSAULT,3/23/2019,3,23,2019,1753,410,33.71476,-84.43706
4801,AGG ASSAULT,3/23/2019,3,23,2019,2139,410,33.71003,-84.38177
4802,AGG ASSAULT,3/23/2019,3,23,2019,2220,410,33.75992,-84.38715
4803,ROBBERY-COMMERCIAL,3/23/2019,3,23,2019,1115,342,33.73859,-84.42597
4804,AGG ASSAULT,3/23/2019,3,23,2019,200,430,33.79917,-84.40458
4805,AGG ASSAULT,3/23/2019,3,23,2019,330,440,33.76002,-84.39178
4806,AGG ASSAULT,3/23/2019,3,23,2019,300,420,33.75968,-84.43985
4807,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1300,690,33.67941,-84.40569
4808,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1610,690,33.77237,-84.50646
4809,ROBBERY-PEDESTRIAN,3/23/2019,3,23,2019,1120,321,33.75757,-84.3867
4810,AUTO THEFT,3/23/2019,3,23,2019,37,710,33.75017,-84.39515
4811,AUTO THEFT,3/23/2019,3,23,2019,2035,710,33.77361,-84.36187
4812,AUTO THEFT,3/23/2019,3,23,2019,300,710,33.73572,-84.39606
4813,AUTO THEFT,3/23/2019,3,23,2019,755,710,33.69067,-84.41574
4814,AUTO THEFT,3/23/2019,3,23,2019,1058,710,33.68274,-84.40902
4815,AUTO THEFT,3/23/2019,3,23,2019,1700,710,33.73616,-84.39495
4816,AUTO THEFT,3/23/2019,3,23,2019,1000,710,33.75892,-84.5125
4817,AUTO THEFT,3/23/2019,3,23,2019,2230,710,33.75459,-84.41766
4818,AUTO THEFT,3/23/2019,3,23,2019,1925,710,33.75968,-84.36576
4819,AUTO THEFT,3/23/2019,3,23,2019,1445,730,33.73483,-84.4375
4820,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,450,640,33.73594,-84.36263
4821,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,245,640,33.77028,-84.38939
4822,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1700,640,33.85048,-84.3829
4823,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,700,640,33.7682,-84.39465
4824,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1800,640,33.7409,-84.29314
4825,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1700,640,33.7602,-84.38554
4826,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,840,640,33.7863,-84.38715
4827,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1800,640,33.77998,-84.34949
4828,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,437,640,33.77813,-84.38445
4829,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1400,640,33.65571,-84.50908
4830,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,900,640,33.72908,-84.35689
4831,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1900,640,33.77412,-84.36228
4832,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,2029,640,33.84347,-84.36951
4833,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,2045,640,33.76245,-84.36251
4834,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1900,640,33.79333,-84.47416
4835,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,100,650,33.6964,-84.36934
4836,LARCENY-FROM VEHICLE,3/23/2019,3,23,2019,1930,650,33.77772,-84.45133
4837,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1200,630,33.80388,-84.41278
4838,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1145,630,33.84347,-84.36951
4839,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1600,630,33.84676,-84.36212
4840,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,635,630,33.7921,-84.39466
4841,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1857,630,33.73675,-84.39489
4842,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,710,670,33.76158,-84.38496
4843,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1500,670,33.76477,-84.38918
4844,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1803,620,33.7248,-84.38118
4845,LARCENY-NON VEHICLE,3/23/2019,3,23,2019,1835,620,33.75279,-84.52026
4846,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,24,670,33.75267,-84.40252
4847,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,200,670,33.75772,-84.3972
4848,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,2300,670,33.82766,-84.3543
4849,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1400,670,33.79392,-84.371
4850,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1230,670,33.78551,-84.40047
4851,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1400,670,33.72449,-84.42219
4852,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1700,670,33.75355,-84.37695
4853,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1730,670,33.84676,-84.36212
4854,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1000,630,33.78014,-84.38747
4855,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1251,630,33.75488,-84.41378
4856,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1527,630,33.79303,-84.39921
4857,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1500,630,33.84676,-84.36212
4858,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1530,630,33.84676,-84.36212
4859,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,1800,630,33.75366,-84.39047
4860,LARCENY-NON VEHICLE,3/24/2019,3,24,2019,2250,630,33.80388,-84.41278
